assignmentName,className,type,time
Matthew Jones,SPNSH198,Test,2024-03-24 14:00:00
Evan Rodriguez,ENGEV397,Quiz,2024-02-23 09:00:00
Lauren Butler,ENSLA466,Quiz,2024-01-28 02:00:00
Kimberly Todd,ENSLA466,Test,2024-03-20 20:00:00
Daniel Holder,ENSLA466,Assignment,2024-01-27 07:00:00
Sean Larson,ADLNG682,Quiz,2024-01-12 09:00:00
Adam Hall,ADLNG682,Quiz,2024-03-09 04:00:00
John Benson,DINST189,Test,2024-05-02 15:00:00
Lauren Rogers,EDLED537,Test,2024-03-16 14:00:00
Daniel Gibson,EDLED537,Quiz,2024-03-27 00:00:00
Crystal Gonzales,EDLED537,Assignment,2024-03-20 05:00:00
Linda Smith,APPLN820,Test,2024-01-04 04:00:00
Randy Simpson,APPLN820,Quiz,2024-02-11 23:00:00
Carol Griffin,APPLN820,Quiz,2024-02-10 06:00:00
Brandon Whitehead,GLOBE466,Assignment,2024-02-13 17:00:00
Jennifer Frazier,GLOBE466,Assignment,2024-05-15 15:00:00
Michael Sheppard,GLOBE466,Assignment,2024-04-15 01:00:00
Michael Jones,TWEDR680,Test,2024-04-10 22:00:00
Lisa Davis,TWEDR680,Quiz,2024-01-25 20:00:00
Joshua Trujillo,TWEDR680,Test,2024-01-29 20:00:00
Karen Shaffer,POPST820,Quiz,2024-01-22 23:00:00
Daniel Turner,POPST820,Quiz,2024-01-17 12:00:00
Caleb Valentine,POPST820,Quiz,2024-04-17 18:00:00
Anthony Hernandez,MNMGT614,Test,2024-04-15 23:00:00
Jamie Scott,MNMGT614,Test,2024-01-15 23:00:00
Michael Crosby,MNMGT614,Test,2024-02-28 08:00:00
Isaiah Everett,MGSUS243,Assignment,2024-04-18 22:00:00
Ronald Harrison,MGSUS243,Assignment,2024-05-19 06:00:00
Glenn Lloyd,KOREA680,Assignment,2024-02-05 08:00:00
Kelly Gray,KOREA680,Assignment,2024-01-14 21:00:00
Leah Clark,EVSOC397,Assignment,2024-01-12 17:00:00
David Jones,MAORI951,Assignment,2024-01-19 22:00:00
Kathryn Donovan,MAORI951,Test,2024-05-22 15:00:00
Brian Hudson,ADLNG867,Test,2024-03-17 23:00:00
Marc George,ADLNG867,Assignment,2024-03-26 02:00:00
Jacob Cruz,KOREA752,Test,2024-03-08 23:00:00
Angela Chavez,KOREA752,Quiz,2024-01-10 01:00:00
Jonathan Mosley,KOREA820,Assignment,2024-04-06 22:00:00
Ryan Mendez,KOREA820,Quiz,2024-03-06 16:00:00
Michael Cook,MGSUS179,Test,2024-03-16 09:00:00
Tonya Craig,MGSUS179,Assignment,2024-04-11 19:00:00
Steven Evans,COUNS820,Quiz,2024-02-08 05:00:00
Jose Duran,COUNS820,Test,2024-04-07 15:00:00
Ashley Fernandez,DATAA707,Assignment,2024-05-05 21:00:00
David Spencer,DATAA707,Quiz,2024-02-12 23:00:00
Edward Johnson,DATAA707,Quiz,2024-01-17 04:00:00
Scott Phillips,ADLNG925,Assignment,2024-01-29 17:00:00
Dalton Freeman,ADLNG925,Assignment,2024-04-16 07:00:00
David Williams Jr.,ADLNG925,Test,2024-05-25 11:00:00
Victor Moore,LEADR378,Test,2024-01-23 05:00:00
Olivia Crawford,LEADR378,Assignment,2024-04-23 05:00:00
Marie Long,DANCE903,Quiz,2024-01-30 21:00:00
Jennifer Brown,DANCE903,Quiz,2024-03-19 18:00:00
Susan Fuller,FOUND611,Test,2024-05-06 10:00:00
Brian Landry,FOUND611,Quiz,2024-05-14 01:00:00
Carl Mathews,SOCWK690,Assignment,2024-04-20 16:00:00
Anita Baker,EXCOR690,Assignment,2024-01-31 14:00:00
Jill Franklin,SPNSH517,Quiz,2024-04-25 05:00:00
Scott Hernandez,ENVPL254,Quiz,2024-03-12 07:00:00
Kayla Duarte,INMGT189,Test,2024-04-15 02:00:00
Kristen Ramos,INMGT189,Assignment,2024-04-27 19:00:00
Jeremy Curtis,INMGT189,Quiz,2024-03-23 20:00:00
Joe Smith,HUMRI614,Assignment,2024-02-13 18:00:00
Mr. Douglas Walker,HUMRI614,Quiz,2024-03-22 18:00:00
Mark Baker,HUMRI614,Quiz,2024-02-05 02:00:00
